,timestamp,currentLocation,participantId,currentMode,hungerStatus,sleepStatus,apartmentId,availableBalance,jobId,financialStatus,dailyFoodBudget,weeklyExtraBudget
1252529,2022-03-05T07:30:00Z,POINT (-3141.4490632748307 6662.46056975107),754,AtRestaurant,Starving,Awake,1093.0,3314.1182231754897,1152,Stable,12,832.7727018923409
1252567,2022-03-05T07:30:00Z,POINT (620.0916102247718 2012.418936446787),807,AtRestaurant,Starving,Awake,198.0,1073.527403444985,533,Stable,12,266.8516629722641
1252612,2022-03-05T07:30:00Z,POINT (-3901.443779286886 5971.911088717797),866,AtRecreation,JustAte,Awake,1686.0,499.8336305641277,1238,Stable,20,472.8544929312816
1252615,2022-03-05T07:30:00Z,POINT (-4014.73772604497 6679.570989291547),870,AtRestaurant,Starving,Awake,1540.0,1493.6224543448604,1251,Stable,20,726.0261932894499
1252632,2022-03-05T07:30:00Z,POINT (-4132.832884333642 7239.355616022388),895,AtRestaurant,Starving,Awake,1547.0,1221.883807385816,1029,Stable,16,381.8718859994871
1252646,2022-03-05T07:30:00Z,POINT (-3212.0900425977648 6497.813380240773),917,AtRecreation,JustAte,Awake,1688.0,1819.5540686075385,1105,Stable,16,438.3587174823519
1252682,2022-03-05T07:30:00Z,POINT (-3790.072645185196 6371.5988340585955),957,AtRecreation,JustAte,Awake,1443.0,1414.4691274226657,1114,Stable,16,294.25571830981465
1252692,2022-03-05T07:30:00Z,POINT (-3938.083487126042 5484.692998004314),967,AtRestaurant,Starving,Awake,1661.0,1320.9150430238878,1326,Stable,20,448.52736277897566
1252723,2022-03-05T07:30:00Z,POINT (-3805.371865250712 6363.7166997527),998,AtRecreation,JustAte,Awake,1374.0,2214.0358332886863,1124,Stable,16,488.2548577961524
1252731,2022-03-05T07:30:00Z,POINT (-3928.5465491218433 5507.537653564288),1006,AtRestaurant,Starving,Awake,1633.0,1602.4153979337525,1047,Stable,16,287.5455957081672
1252774,2022-03-05T07:35:00Z,POINT (-1169.289821325407 5857.582405363155),38,AtRestaurant,Starving,Awake,1216.0,1454.8799886477098,1022,Stable,12,621.6287514398055
1252819,2022-03-05T07:35:00Z,POINT (500.2082673631474 1637.039455833274),84,AtRestaurant,Starving,Awake,298.0,1658.6971537961308,69,Stable,16,543.5008829754566
1252891,2022-03-05T07:35:00Z,POINT (-1634.520325268665 3871.45074464871),159,AtRestaurant,Starving,Awake,712.0,1748.7361695465247,658,Stable,12,675.471763461784
1252902,2022-03-05T07:35:00Z,POINT (-1168.07827371911 5840.530324940246),171,AtRestaurant,Starving,Awake,1069.0,1923.4970133117265,1138,Stable,12,555.6786837609262
1252904,2022-03-05T07:35:00Z,POINT (950.5599091969873 3991.4961432390674),173,AtRecreation,Hungry,Awake,180.0,3688.05092746496,193,Stable,20,1981.9517786660929
1252995,2022-03-05T07:35:00Z,POINT (-1621.4083467935707 3876.881393672137),266,AtRestaurant,Starving,Awake,463.0,2129.764549878584,654,Stable,20,1289.822900060844
1253008,2022-03-05T07:35:00Z,POINT (-2002.1355470488154 3356.0171547793125),281,AtRestaurant,Starving,Awake,754.0,1181.1237531988158,398,Stable,16,458.62082693244935
1253029,2022-03-05T07:35:00Z,POINT (-1596.179705123909 3879.1504033450797),305,AtRecreation,JustAte,Awake,579.0,774.4870961203105,674,Stable,20,607.7090191509424
1253048,2022-03-05T07:35:00Z,POINT (-3930.0216330098965 5507.420050647635),324,AtRestaurant,Starving,Awake,1188.0,1428.0580071482032,935,Stable,12,491.3426375789235
1253063,2022-03-05T07:35:00Z,POINT (-4130.923832943139 7231.435896039181),339,AtRestaurant,Starving,Awake,1505.0,2675.9901194692284,721,Stable,12,487.0260813451074
1253096,2022-03-05T07:35:00Z,POINT (-1604.608264352979 3899.8220678596304),374,AtRecreation,JustAte,Awake,595.0,610.0484735144848,594,Stable,20,366.6372113443884
1253111,2022-03-05T07:35:00Z,POINT (-2112.9658950361654 4298.374909034294),393,AtRestaurant,Starving,Awake,511.0,402.0485745757607,606,Stable,20,339.3897088757218
1253131,2022-03-05T07:35:00Z,POINT (-3888.5337046051372 5968.4954474904225),415,AtRecreation,JustAte,Awake,1732.0,1470.2558291881924,738,Stable,12,456.3507157299097
1253132,2022-03-05T07:35:00Z,POINT (-499.20729005288234 3544.0166660508094),416,AtRecreation,JustAte,Awake,720.0,1841.7840542657752,640,Stable,16,703.608529409575
1253163,2022-03-05T07:35:00Z,POINT (-1780.1228364105682 4348.486518229682),447,AtRestaurant,Starving,Awake,1083.0,1863.6392984446763,623,Stable,20,952.2881532699764
1253167,2022-03-05T07:35:00Z,POINT (-1528.2228867841807 3804.0070825415605),451,AtRecreation,JustAte,Awake,575.0,1436.1623569345477,1093,Stable,12,463.42755641248846
1253189,2022-03-05T07:35:00Z,POINT (-1615.0538913772498 3878.6150625728087),473,AtRecreation,JustAte,Awake,827.0,2818.032537876536,686,Stable,16,774.0301645112784
1253197,2022-03-05T07:35:00Z,POINT (-1610.9019453612036 3887.246869492742),481,AtRecreation,JustAte,Awake,458.0,1668.58514186476,548,Stable,16,357.1162115366098
1253267,2022-03-05T07:35:00Z,POINT (-214.00519118620443 3864.1223554423673),559,AtRecreation,JustAte,Awake,793.0,2371.5238295548133,484,Stable,20,990.2296697879168
1253282,2022-03-05T07:35:00Z,POINT (-1217.0952350634998 4936.302567446282),579,AtRestaurant,Hungry,Awake,974.0,1365.3612018217827,771,Stable,20,674.5128741287812
1253286,2022-03-05T07:35:00Z,POINT (-3923.7598233474178 5508.440225118573),584,AtRestaurant,Starving,Awake,1659.0,1759.0746354428668,1028,Stable,12,674.896837632222
1253291,2022-03-05T07:35:00Z,POINT (-246.20423072121014 5023.278702051276),590,AtRecreation,JustAte,Awake,907.0,1118.717437983593,905,Stable,16,262.0508693494401
1253303,2022-03-05T07:35:00Z,POINT (-3910.99613953201 5961.393517542381),606,AtRecreation,JustAte,Awake,1178.0,1132.8509242798814,798,Stable,16,255.8184453789598
1253315,2022-03-05T07:35:00Z,POINT (686.4544390245333 4397.751515591433),622,AtRestaurant,Starving,Awake,1000.0,1309.2814404213543,708,Stable,20,911.173373410408
1253318,2022-03-05T07:35:00Z,POINT (-246.29623043855406 5014.157724936134),625,AtRecreation,BecameFull,Awake,1490.0,1039.5893531873148,966,Stable,16,234.2964821808501
1253344,2022-03-05T07:35:00Z,POINT (-1520.075679977012 3807.0547120698893),659,AtRecreation,JustAte,Awake,1199.0,1521.1157129690946,971,Stable,20,1007.4082051244804
1253373,2022-03-05T07:35:00Z,POINT (-266.2683377722141 5031.9933356192405),691,AtRecreation,BecameFull,Awake,1275.0,3071.170666007442,810,Stable,16,791.6107861106395
1253414,2022-03-05T07:35:00Z,POINT (-4132.093031438323 7249.3982446548725),732,AtRestaurant,Hungry,Awake,1629.0,2981.939723709975,1092,Stable,12,903.7456218104958
1253447,2022-03-05T07:35:00Z,POINT (-3941.75382497241 5485.803428384033),771,AtRestaurant,Starving,Awake,,2284.306582538979,403,Unstable,12,0.0
1253456,2022-03-05T07:35:00Z,POINT (-3809.240816939233 6357.775002323058),783,AtRecreation,JustAte,Awake,1727.0,792.7360985098111,1073,Stable,16,209.25083037774277
1253466,2022-03-05T07:35:00Z,POINT (1795.5192268081335 4334.700344691962),798,AtRecreation,JustAte,Awake,1167.0,2370.618400714809,891,Stable,20,977.8587638559358
1253478,2022-03-05T07:35:00Z,POINT (-3217.146325883446 6502.634027953146),812,AtRecreation,JustAte,Awake,1530.0,804.2172446996751,1273,Stable,16,204.03213425058584
1253526,2022-03-05T07:35:00Z,POINT (-3898.654145102233 5971.8388594183925),877,AtRecreation,JustAte,Awake,1358.0,1829.0434775953636,1108,Stable,16,513.5091850774718
1253527,2022-03-05T07:35:00Z,POINT (-3903.832037812158 5978.46582570601),878,AtRecreation,JustAte,Awake,1365.0,1734.7769093630534,1175,Stable,16,489.7808812303153
1253534,2022-03-05T07:35:00Z,POINT (424.19873253607904 1185.6151541208906),889,AtRestaurant,Starving,Awake,334.0,1859.569246689669,68,Stable,12,529.728302327306
1253551,2022-03-05T07:35:00Z,POINT (-3122.2532922137043 6673.758469151365),915,AtRestaurant,Starving,Awake,1394.0,1458.5668819828486,1156,Stable,20,599.8500035392111
1253572,2022-03-05T07:35:00Z,POINT (-3217.35579789711 6478.487745301245),940,AtRecreation,JustAte,Awake,1513.0,2368.201645207468,1158,Stable,20,978.28474019939
1253623,2022-03-05T07:35:00Z,POINT (-1608.182187110576 3869.0006112464107),991,AtRestaurant,Starving,Awake,688.0,1208.8046807841383,809,Stable,20,470.514616107175
1253628,2022-03-05T07:35:00Z,POINT (-3897.3705164185144 5971.499110822144),996,AtRecreation,JustAte,Awake,1713.0,1364.3595562100804,1222,Stable,16,258.04738999814015
1253629,2022-03-05T07:35:00Z,POINT (-1983.6834969217362 3374.0455030093194),997,AtRestaurant,Hungry,Awake,607.0,3500.3344520446576,306,Stable,12,787.7769951193343
1253646,2022-03-05T07:40:00Z,POINT (-3911.665114350315 5961.774622324698),3,AtRecreation,BecameFull,Awake,1243.0,2240.32100293836,316,Stable,12,926.164210581891
1253683,2022-03-05T07:40:00Z,POINT (-1186.7911153846524 5847.986239298526),40,AtRestaurant,Starving,Awake,977.0,746.8239351223481,228,Stable,20,281.6789515347218
1253753,2022-03-05T07:40:00Z,POINT (-819.3303159201135 4500.587914732222),111,AtRestaurant,Starving,Awake,1057.0,1001.428137621542,63,Stable,20,356.06746016003945
1253779,2022-03-05T07:40:00Z,POINT (-231.4492085817909 3867.2280935114295),138,AtRecreation,JustAte,Awake,209.0,790.3773174820165,140,Stable,20,604.3377507023282
1253804,2022-03-05T07:40:00Z,POINT (428.6712210462191 1207.1577703412931),166,AtRestaurant,Starving,Awake,171.0,1127.9244668434642,7,Stable,16,359.3554773591172
1253922,2022-03-05T07:40:00Z,POINT (-268.3429214369285 5038.283171758548),290,AtRecreation,JustAte,Awake,1056.0,3349.9808427412445,1307,Stable,12,1357.46905858676
1254053,2022-03-05T07:40:00Z,POINT (-2114.3123148873965 4289.500678866728),430,AtRestaurant,Starving,Awake,561.0,1305.527847762943,467,Stable,20,577.7944532103328
1254054,2022-03-05T07:40:00Z,POINT (-2002.0671250483795 3380.6613300624786),431,AtRestaurant,Starving,Awake,523.0,1751.6907891368785,691,Stable,16,448.49762400334487
1254108,2022-03-05T07:40:00Z,POINT (-3142.6842888403708 6664.988016160452),485,AtRestaurant,Starving,Awake,1023.0,1532.2665412261074,284,Stable,12,380.09396137508463
1254212,2022-03-05T07:40:00Z,POINT (-230.94131862784025 3882.570355913491),608,AtRecreation,Hungry,Awake,1041.0,891.2357005539844,844,Stable,16,213.4675679860412
1254214,2022-03-05T07:40:00Z,POINT (-1179.130492297995 5853.752563631371),610,AtRestaurant,Starving,Awake,1103.0,3169.297140131904,907,Stable,16,831.2287515841887
1254238,2022-03-05T07:40:00Z,POINT (-807.3355893321301 4502.970776703869),641,AtRestaurant,Starving,Awake,,2492.3750756179074,163,Unstable,16,0.0
1254259,2022-03-05T07:40:00Z,POINT (-491.40293278509864 3551.4748783203204),669,AtRecreation,BecameFull,Awake,781.0,972.9567163185036,64,Stable,12,294.7913286577955
1254294,2022-03-05T07:40:00Z,POINT (-1524.6246316789893 3807.8439068013217),705,AtRecreation,JustAte,Awake,628.0,1351.2701927685007,930,Stable,20,482.26246546436624
1254335,2022-03-05T07:40:00Z,POINT (-1172.0041678552482 5840.268136924382),746,AtRestaurant,Starving,Awake,957.0,1551.844632176191,1000,Stable,16,283.0852222170901
1254347,2022-03-05T07:40:00Z,POINT (-3216.763162282129 6494.77978322304),763,AtRecreation,JustAte,Awake,1645.0,2146.65053746794,1224,Stable,16,700.5488243254548
1254361,2022-03-05T07:40:00Z,POINT (-250.64338015089214 5037.834291957918),782,AtRecreation,JustAte,Awake,1139.0,2328.0854820392647,332,Stable,20,980.453585847942
1254379,2022-03-05T07:40:00Z,POINT (-3997.855715452863 6683.670465769545),806,AtRestaurant,Starving,Awake,,2103.58090583662,1229,Unstable,16,0.0
1254420,2022-03-05T07:40:00Z,POINT (-3801.318649224926 6359.168068747826),861,AtRecreation,JustAte,Awake,1501.0,1843.9406902459036,1103,Stable,16,517.5494332459499
1254438,2022-03-05T07:40:00Z,POINT (-4122.727103059713 7239.870676888852),886,AtRestaurant,Starving,Awake,,2534.951568842344,1021,Unstable,16,0.0
1254470,2022-03-05T07:40:00Z,POINT (-3893.9018570849257 5967.747780690082),932,AtRecreation,JustAte,Awake,1444.0,1843.910452763925,1169,Stable,16,356.2633156690837
1254511,2022-03-05T07:40:00Z,POINT (1396.4443331222765 4003.899286728133),973,AtRestaurant,Starving,Awake,95.0,2354.5763993952028,490,Stable,12,613.3758367447335
1254515,2022-03-05T07:40:00Z,POINT (-3942.287100536133 5503.377025340216),977,AtRestaurant,Starving,Awake,1407.0,2612.941207330244,1096,Stable,16,550.7784950457402
1254516,2022-03-05T07:40:00Z,POINT (-4133.009632094348 7249.0197774028275),978,AtRestaurant,Starving,Awake,1416.0,1510.2262577722563,1075,Stable,16,297.6561841671909
1254524,2022-03-05T07:40:00Z,POINT (-1708.0018829981625 3879.574996295633),986,AtRecreation,JustAte,Awake,821.0,2579.765190396792,264,Stable,12,622.903131624399
1254567,2022-03-05T07:45:00Z,POINT (-2003.8382697322413 3361.3715085945446),18,AtRestaurant,Starving,Awake,482.0,4796.662952420981,278,Stable,12,2465.801551875124
1254569,2022-03-05T07:45:00Z,POINT (976.9756083434622 4000.7453205949337),20,AtRecreation,BecameFull,Awake,301.0,2198.9291612960687,342,Stable,16,807.7220799365773
1254573,2022-03-05T07:45:00Z,POINT (774.004335098457 934.6886204340822),24,AtRecreation,JustAte,Awake,309.0,3094.457362372488,57,Stable,16,1163.6526316913355
1254577,2022-03-05T07:45:00Z,POINT (-1180.946380898563 5859.186125863723),28,AtRestaurant,Starving,Awake,1254.0,4201.463431941911,1244,Stable,12,1918.9464610517464
1254611,2022-03-05T07:45:00Z,POINT (1394.6126717862433 4007.877366118365),63,AtRestaurant,Starving,Awake,17.0,1782.690297468553,115,Stable,16,624.0653866114313
1254617,2022-03-05T07:45:00Z,POINT (687.0938759605209 4389.777226307829),69,AtRestaurant,Starving,Awake,192.0,998.3050578347408,347,Stable,20,784.3985094605531
1254637,2022-03-05T07:45:00Z,POINT (-492.48211170340585 3545.9364358266107),89,AtRecreation,JustAte,Awake,577.0,1908.661886212688,760,Stable,12,748.3631509072109
1254675,2022-03-05T07:45:00Z,POINT (962.3529110395593 3984.504705355196),128,AtRecreation,JustAte,Awake,281.0,1711.7961024183412,141,Stable,20,1050.3497562923003
1254820,2022-03-05T07:45:00Z,POINT (-3126.5172613730083 6669.795687101574),280,AtRestaurant,Starving,Awake,1090.0,2325.624618929811,885,Stable,12,968.8305245842472
1254850,2022-03-05T07:45:00Z,POINT (-250.74390414620459 5015.954217728212),313,AtRecreation,BecameFull,Awake,1011.0,1205.049157362007,908,Stable,12,328.6135261292867
1254867,2022-03-05T07:45:00Z,POINT (-1624.0589515078102 3862.547321627053),330,AtRestaurant,Starving,Awake,464.0,2280.338122070927,614,Stable,20,909.5562157359188
1254887,2022-03-05T07:45:00Z,POINT (-3182.9388673779536 7177.999700314231),351,AtRestaurant,Starving,Awake,1712.0,2087.248865752052,1056,Stable,12,827.7916478076337
1254897,2022-03-05T07:45:00Z,POINT (-1704.0877550431806 3866.425994230622),362,AtRecreation,JustAte,Awake,695.0,780.0876315041784,670,Stable,20,453.80270622943794
1254955,2022-03-05T07:45:00Z,POINT (-1996.4764420054155 3368.6090950948183),426,AtRestaurant,Starving,Awake,452.0,3714.049434574445,399,Stable,16,795.1563786846671
1255016,2022-03-05T07:45:00Z,POINT (-1993.8598271913988 3376.5680267791886),487,AtRestaurant,Hungry,Awake,687.0,2541.86620843881,690,Stable,16,719.7483231556319
1255079,2022-03-05T07:45:00Z,POINT (-217.69154993337196 3890.0682489454193),557,AtRecreation,BecameFull,Awake,936.0,1115.829007271455,801,Stable,16,278.2944109075517
1255108,2022-03-05T07:45:00Z,POINT (-3891.2044714808876 5977.610808046143),594,AtRecreation,JustAte,Awake,1703.0,2645.381880672329,1030,Stable,12,850.4097580719487
1255153,2022-03-05T07:45:00Z,POINT (-2113.187902416109 4276.973295314488),652,AtRestaurant,Starving,Awake,792.0,1082.0289393243954,768,Stable,20,587.1012267633106
1255187,2022-03-05T07:45:00Z,POINT (711.5311550972086 4392.15063514942),693,AtRestaurant,Starving,Awake,1152.0,1801.4963226404395,756,Stable,16,343.9345546221447
1255190,2022-03-05T07:45:00Z,POINT (-502.6832987658758 3541.554833064938),696,AtRecreation,JustAte,Awake,1202.0,2138.963854350679,711,Stable,16,609.6509731367796
1255231,2022-03-05T07:45:00Z,POINT (-235.22541032226553 3891.7451154846126),737,AtRecreation,JustAte,Awake,1183.0,1864.8519073913355,725,Stable,20,929.1492079692546
1255237,2022-03-05T07:45:00Z,POINT (-3933.8786538020427 5508.351324006745),743,AtRestaurant,Starving,Awake,1578.0,2704.687994016582,1020,Stable,12,755.2530428609514
1255249,2022-03-05T07:45:00Z,POINT (-3138.040481690128 6664.96188786428),755,AtRestaurant,Starving,Awake,1164.0,1474.745172289151,992,Stable,16,270.1058776691913
1255296,2022-03-05T07:45:00Z,POINT (-514.5649064135027 3545.790096843871),821,AtRecreation,BecameFull,Awake,56.0,1174.7855833197175,554,Stable,12,278.76098097130296
1255303,2022-03-05T07:45:00Z,POINT (-3921.691546805893 5501.51332255251),832,AtRestaurant,Starving,Awake,,2463.376363104323,797,Unstable,12,0.0
1255415,2022-03-05T07:45:00Z,POINT (-3933.6053083297797 5499.501054155075),974,AtRestaurant,Hungry,Awake,1609.0,2483.55769390407,1320,Stable,16,535.6533533711499
1255442,2022-03-05T07:45:00Z,POINT (621.6885210800802 1993.9930918718412),1001,AtRestaurant,Starving,Awake,275.0,3450.1505885602983,157,Stable,12,746.9482706282859
1255463,2022-03-05T07:50:00Z,POINT (-1756.9962441936016 4340.554732570417),11,AtRestaurant,Hungry,Awake,1582.0,1923.598442901808,625,Stable,12,860.4972756275791
1255523,2022-03-05T07:50:00Z,POINT (-1616.9640641883025 3898.063349807034),72,AtRecreation,JustAte,Awake,1269.0,3091.2908643445285,385,Stable,12,1470.2453235581477
1255567,2022-03-05T07:50:00Z,POINT (-1535.2223991518727 3824.9437757579426),116,AtRecreation,JustAte,Awake,723.0,4606.267304752407,960,Stable,12,1913.6731089716743
1255586,2022-03-05T07:50:00Z,POINT (-275.4419175109429 5034.291874493544),136,AtRecreation,BecameFull,Awake,312.0,3901.704323362828,320,Stable,16,1276.2449409828932
1255603,2022-03-05T07:50:00Z,POINT (-512.3967925969239 6318.622211701412),155,AtRestaurant,Hungry,Awake,1180.0,3606.371601266723,697,Stable,12,1594.4757793891745
1255665,2022-03-05T07:50:00Z,POINT (687.7039386385917 4401.122620869001),218,AtRestaurant,Starving,Awake,953.0,1038.3829985121374,352,Stable,20,386.66027638154907
1255722,2022-03-05T07:50:00Z,POINT (-3782.0223489648606 6381.246423932432),278,AtRecreation,JustAte,Awake,1589.0,2565.991154450244,443,Stable,12,1003.6210506422884
1255734,2022-03-05T07:50:00Z,POINT (-1619.4207149347474 3889.145050893999),293,AtRecreation,BecameFull,Awake,1251.0,1538.8235303155257,1094,Stable,12,560.6204080697013
1255787,2022-03-05T07:50:00Z,POINT (-1988.9433319145019 3354.248749702481),348,AtRestaurant,Starving,Awake,480.0,1373.5375135518475,521,Stable,16,408.9839091676543
1255794,2022-03-05T07:50:00Z,POINT (-1706.5962670929325 3877.0333493715293),355,AtRecreation,BecomingHungry,Awake,819.0,1607.2860680663482,643,Stable,20,1231.689052479215
1255801,2022-03-05T07:50:00Z,POINT (-1602.1423151913707 3881.322052918861),363,AtRecreation,JustAte,Awake,481.0,3396.262884745648,566,Stable,16,911.573531263907
1255805,2022-03-05T07:50:00Z,POINT (-3188.418022578345 7173.539489437154),367,AtRestaurant,Hungry,Awake,1641.0,1624.4802848100735,996,Stable,12,504.0107309234735
1255831,2022-03-05T07:50:00Z,POINT (-1608.431622611139 3865.8998530414906),397,AtRestaurant,Starving,Awake,780.0,1394.5494339874151,541,Stable,16,365.4146675237176
1255850,2022-03-05T07:50:00Z,POINT (-1511.3957806621627 3824.474629071276),418,AtRecreation,JustAte,Awake,542.0,680.3332698982113,684,Stable,20,491.9766319144104
1255882,2022-03-05T07:50:00Z,POINT (-1993.3730428744484 3364.3801585503),450,AtRestaurant,Starving,Awake,456.0,1934.2230573743475,518,Stable,16,454.4403636735892
1255887,2022-03-05T07:50:00Z,POINT (-3202.356157633084 6473.906769874262),455,AtRecreation,JustAte,Awake,1250.0,2039.5133283878683,924,Stable,12,562.7855273392037
1255890,2022-03-05T07:50:00Z,POINT (-263.4281546006592 5024.881533517903),458,AtRecreation,BecameFull,Awake,1496.0,1928.2191230779465,747,Stable,12,544.0219352311386
1255936,2022-03-05T07:50:00Z,POINT (-3223.0642500562 6495.744949258413),504,AtRecreation,BecameFull,Awake,1448.0,997.4225653694796,862,Stable,12,356.1176107624659
